CLIENT_ECI,note_id,date,author_banker_id,channel,text,client_reaction,topic,linked_REQUEST_ID
5734252304,N0402,2026-07-04,BKR1583,CALL,$9.4mm landed from IPO Underwriter on 2026-07-03 (ipo proceeds). Parked short-term for now — strong opening to move it into a deposit before it leaves.,POSITIVE,LIQUIDITY,
5734252304,N0400,2026-04-24,BKR1583,EMAIL,"When we reach out, reference: avid sailor who races out of Newport each summer. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
5734252304,N0401,2026-04-18,BKR1583,NOTE,"Engagement preference — routes everything through their family-office analyst, Mei.",NEUTRAL,RELATIONSHIP,
5734252304,N0403,2026-02-24,BKR1583,MEETING,Mei is a family-office CIO running a multi-entity structure. Personal: avid sailor who races out of Newport each summer. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
8400455429,N0410,2026-07-01,BKR0533,TEAMS,At risk — has hinted at moving funds to Goldman Sachs for a better rate. Get ahead of it before Goldman Sachs deepens the relationship.,NEGATIVE,RETENTION,
8400455429,N0411,2026-03-24,BKR0533,MEETING,Owen is a two-generation trust-and-estate relationship. Personal: planning a second home in Nantucket. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
8400455429,N0412,2026-03-13,BKR0533,NOTE,Engagement preference — responds best mid-morning; avoid Monday outreach.,NEUTRAL,RELATIONSHIP,
6784452487,N0421,2026-05-27,BKR1361,EMAIL,"When we reach out, reference: just became a grandparent. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
6784452487,N0420,2026-04-28,BKR1361,MEETING,Wei is a two-generation trust-and-estate relationship. Personal: just became a grandparent. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
6784452487,N0422,2026-03-17,BKR1361,NOTE,"Engagement preference — routes everything through their family-office analyst, Don.",NEUTRAL,RELATIONSHIP,
4562919051,N0431,2026-07-27,BKR1361,CALL,Chase is showing 4.50% on a comparable CD; is consolidating away from Chase and open to moving more to us. Held them with an exception at 4.57% on ~$1.5mm.,NEGATIVE,RATE_NEGOTIATION,8E0F401C84AC0FFDC270CF3BA9C12BA2
4562919051,N0433,2026-07-27,BKR1361,EMAIL,Their CD (~$1.5mm) matures 2026-10-01; is consolidating away from Chase and open to moving more to us. Wants to talk renewal — prefers a short call over email.,NEUTRAL,MATURITY_PLANNING,
4562919051,N0430,2026-05-23,BKR1361,MEETING,Wei is a retired architect with a capital-preservation focus. Personal: very private — discretion matters to them. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
4562919051,N0432,2026-04-09,BKR1361,NOTE,Engagement preference — prefers a short call over email.,NEUTRAL,RELATIONSHIP,
1769661077,N0441,2026-07-17,BKR0816,EMAIL,Their TD (~$7.7mm) matures 2026-08-07; is consolidating away from HSBC and open to moving more to us. Wants to talk renewal — responds best mid-morning; avoid Monday outreach.,NEUTRAL,MATURITY_PLANNING,
1769661077,N0442,2026-07-04,BKR0816,NOTE,Engagement preference — responds best mid-morning; avoid Monday outreach.,NEUTRAL,RELATIONSHIP,
1769661077,N0440,2026-05-30,BKR0816,MEETING,Yuki is a family-office CIO running a multi-entity structure. Personal: very private — discretion matters to them. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
1032989011,N0452,2026-07-23,BKR0816,EMAIL,Their TD (~$0.4mm) matures 2026-08-16; has hinted at moving funds to First Republic for a better rate. Wants to talk renewal — prefers a short call over email.,NEUTRAL,MATURITY_PLANNING,
1032989011,N0451,2026-07-08,BKR0816,CALL,$48.8mm landed from Chase on 2026-07-07 (inbound wire other bank). Parked short-term for now — strong opening to move it into a deposit before it leaves.,POSITIVE,LIQUIDITY,
1032989011,N0454,2026-07-04,BKR0816,NOTE,Engagement preference — prefers a short call over email.,NEUTRAL,RELATIONSHIP,
1032989011,N0450,2026-05-16,BKR0816,CALL,First Republic is showing 4.66% on a comparable CD; has hinted at moving funds to First Republic for a better rate. Held them with an exception at 4.69% on ~$0.2mm.,NEGATIVE,RATE_NEGOTIATION,02CA19D862A1B13CBE1BB5264A73F67A
1032989011,N0453,2026-04-03,BKR0816,MEETING,James is a two-generation trust-and-estate relationship. Personal: just became a grandparent. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
5530582286,N0460,2026-07-09,BKR1149,TEAMS,At risk — is consolidating away from Citi and open to moving more to us. Get ahead of it before Citi deepens the relationship.,NEGATIVE,RETENTION,
5530582286,N0462,2026-05-23,BKR1149,NOTE,Engagement preference — prefers a short call over email.,NEUTRAL,RELATIONSHIP,
5530582286,N0463,2026-04-07,BKR1149,EMAIL,"When we reach out, reference: avid sailor who races out of Newport each summer. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
5530582286,N0461,2026-02-07,BKR1149,MEETING,Gabriel is a retired litigator with a capital-preservation focus. Personal: avid sailor who races out of Newport each summer. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
8649996738,N0472,2026-05-06,BKR1472,CALL,HSBC is showing 4.07% on a comparable TD; values white-glove service over a few bps. Held them with an exception at 4.29% on ~$2.0mm.,NEGATIVE,RATE_NEGOTIATION,A3E34FB912AF3C9E9E7D9D62FB50F3CE
8649996738,N0470,2026-03-11,BKR1472,NOTE,Engagement preference — prefers a short call over email.,NEUTRAL,RELATIONSHIP,
8649996738,N0471,2026-03-10,BKR1472,MEETING,Wei is a medical-practice group pooling partner deposits. Personal: avid sailor who races out of Newport each summer. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
7200460217,N0480,2026-05-10,BKR1038,MEETING,Petra is a retired surgeon with a capital-preservation focus. Personal: very private — discretion matters to them. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
7200460217,N0482,2026-04-20,BKR1038,EMAIL,"When we reach out, reference: very private — discretion matters to them. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
7200460217,N0481,2026-04-12,BKR1038,NOTE,"Engagement preference — routes everything through their family-office analyst, Zara.",NEUTRAL,RELATIONSHIP,
6066376658,N0492,2026-07-24,BKR1472,EMAIL,Their CD (~$6.5mm) matures 2026-08-15; wants laddered maturities to manage liquidity. Wants to talk renewal — hates rate-only pitches — lead with the relationship.,NEUTRAL,MATURITY_PLANNING,
6066376658,N0493,2026-06-09,BKR1472,TEAMS,At risk — wants laddered maturities to manage liquidity. Get ahead of it before Morgan Stanley deepens the relationship.,NEGATIVE,RETENTION,
6066376658,N0490,2026-06-03,BKR1472,MEETING,Wei is a two-generation trust-and-estate relationship. Personal: big Man City fan with season tickets. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
6066376658,N0491,2026-04-05,BKR1472,EMAIL,"When we reach out, reference: big Man City fan with season tickets. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
6066376658,N0494,2026-04-05,BKR1472,NOTE,Engagement preference — hates rate-only pitches — lead with the relationship.,NEUTRAL,RELATIONSHIP,
6406767749,N0503,2026-07-31,BKR1472,CALL,$6.0mm landed from Goldman Sachs on 2026-07-30 (inbound wire other bank). Parked short-term for now — strong opening to move it into a deposit before it leaves.,POSITIVE,LIQUIDITY,
6406767749,N0502,2026-07-24,BKR1472,CALL,Chase is showing 4.27% on a comparable SWEEP; worried about FDIC coverage across entities. Held them with an exception at 4.35% on ~$0.4mm.,NEUTRAL,RATE_NEGOTIATION,40C69A23574DAEF485A962DB5CC70072
6406767749,N0500,2026-05-21,BKR1472,MEETING,Yuki is a owner of a regional logistics business with seasonal cash flows. Personal: planning a second home in Palm Beach. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
6406767749,N0501,2026-04-25,BKR1472,NOTE,"Engagement preference — wants concise Teams messages, not long emails.",NEUTRAL,RELATIONSHIP,
5639336382,N0510,2026-07-21,BKR0927,EMAIL,"Their CD (~$7.0mm) matures 2026-08-07; has hinted at moving funds to Chase for a better rate. Wants to talk renewal — routes everything through their family-office analyst, Elena.",NEUTRAL,MATURITY_PLANNING,
5639336382,N0511,2026-05-01,BKR0927,EMAIL,"When we reach out, reference: avid sailor who races out of Newport each summer. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
5639336382,N0512,2026-03-12,BKR0927,MEETING,Ethan is a hedge-fund principal who benchmarks everything to T-bills. Personal: avid sailor who races out of Newport each summer. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
7404930276,N0521,2026-07-13,BKR1038,TEAMS,At risk — wants laddered maturities to manage liquidity. Get ahead of it before Bank of America deepens the relationship.,NEGATIVE,RETENTION,
7404930276,N0522,2026-07-09,BKR1038,CALL,$5.9mm landed from First Republic on 2026-07-08 (inbound wire other bank). Parked short-term for now — strong opening to move it into a deposit before it leaves.,POSITIVE,LIQUIDITY,
7404930276,N0523,2026-05-29,BKR1038,EMAIL,"When we reach out, reference: planning a second home in Nantucket. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
7404930276,N0524,2026-03-25,BKR1038,NOTE,Engagement preference — prefers a short call over email.,NEUTRAL,RELATIONSHIP,
7404930276,N0520,2026-03-07,BKR1038,MEETING,Aisha is a two-generation trust-and-estate relationship. Personal: planning a second home in Nantucket. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
7449984276,N0533,2026-07-16,BKR0705,EMAIL,Their TD (~$27.8mm) matures 2026-08-22; wants laddered maturities to manage liquidity. Wants to talk renewal — responds best mid-morning; avoid Monday outreach.,NEUTRAL,MATURITY_PLANNING,
7449984276,N0530,2026-06-21,BKR0705,TEAMS,At risk — wants laddered maturities to manage liquidity. Get ahead of it before Morgan Stanley deepens the relationship.,NEGATIVE,RETENTION,
7449984276,N0531,2026-04-26,BKR0705,NOTE,Engagement preference — responds best mid-morning; avoid Monday outreach.,NEUTRAL,RELATIONSHIP,
7449984276,N0534,2026-04-14,BKR0705,EMAIL,"When we reach out, reference: splits time between New York and Jackson Hole. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
7449984276,N0532,2026-03-31,BKR0705,MEETING,Liam is a PE partner with lumpy carry distributions. Personal: splits time between New York and Jackson Hole. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
5896899329,N0540,2026-07-31,BKR1472,EMAIL,Their CD (~$0.2mm) matures 2026-08-10; is consolidating away from HSBC and open to moving more to us. Wants to talk renewal — likes an in-person quarterly review.,NEUTRAL,MATURITY_PLANNING,
5896899329,N0541,2026-06-18,BKR1472,EMAIL,"When we reach out, reference: sits on two nonprofit boards. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
5896899329,N0542,2026-05-17,BKR1472,MEETING,Hannah is a medical-practice group pooling partner deposits. Personal: sits on two nonprofit boards. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
4486877080,N0552,2026-06-09,BKR1472,TEAMS,At risk — is focused on tax-efficiency around year-end. Get ahead of it before UBS deepens the relationship.,NO_RESPONSE,RETENTION,
4486877080,N0550,2026-03-28,BKR1472,NOTE,"Engagement preference — routes everything through their family-office analyst, Hannah.",NEUTRAL,RELATIONSHIP,
4486877080,N0551,2026-03-28,BKR1472,MEETING,Lucas is a PE partner with lumpy carry distributions. Personal: daughter Hannah starts at Northwestern this fall. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
7215535605,N0562,2026-07-24,BKR1038,EMAIL,Their TD (~$15.0mm) matures 2026-08-20; very rate-sensitive and benchmarks to 3-month T-bills. Wants to talk renewal — responds best mid-morning; avoid Monday outreach.,NEUTRAL,MATURITY_PLANNING,
7215535605,N0561,2026-07-01,BKR1038,TEAMS,At risk — very rate-sensitive and benchmarks to 3-month T-bills. Get ahead of it before Bank of America deepens the relationship.,NEGATIVE,RETENTION,
7215535605,N0560,2026-04-20,BKR1038,NOTE,Engagement preference — responds best mid-morning; avoid Monday outreach.,NEUTRAL,RELATIONSHIP,
9000837318,N0572,2026-07-25,BKR1361,EMAIL,Their TD (~$1.4mm) matures 2026-09-24; worried about FDIC coverage across entities. Wants to talk renewal — likes an in-person quarterly review.,NEUTRAL,MATURITY_PLANNING,
9000837318,N0570,2026-03-27,BKR1361,NOTE,Engagement preference — likes an in-person quarterly review.,NEUTRAL,RELATIONSHIP,
9000837318,N0571,2026-03-20,BKR1361,MEETING,Rosa is a third-generation real estate family with frequent liquidity events when they sell buildings. Personal: avid sailor who races out of Newport each summer. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
2100198815,N0584,2026-07-23,BKR0142,EMAIL,Their CD (~$0.6mm) matures 2026-08-17; worried about FDIC coverage across entities. Wants to talk renewal — prefers a short call over email.,NEUTRAL,MATURITY_PLANNING,
2100198815,N0581,2026-06-16,BKR0142,TEAMS,At risk — worried about FDIC coverage across entities. Get ahead of it before HSBC deepens the relationship.,NO_RESPONSE,RETENTION,
2100198815,N0583,2026-05-23,BKR0142,NOTE,Engagement preference — prefers a short call over email.,NEUTRAL,RELATIONSHIP,
2100198815,N0580,2026-05-19,BKR0142,MEETING,Noah is a family-office CIO running a multi-entity structure. Personal: just became a grandparent. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
2100198815,N0582,2026-05-12,BKR0142,EMAIL,"When we reach out, reference: just became a grandparent. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
7836522698,N0592,2026-07-24,BKR0207,CALL,$44.3mm landed from Goldman Sachs on 2026-07-23 (inbound wire other bank). Parked short-term for now — strong opening to move it into a deposit before it leaves.,POSITIVE,LIQUIDITY,
7836522698,N0591,2026-06-12,BKR0207,TEAMS,At risk — worried about FDIC coverage across entities. Get ahead of it before Bank of America deepens the relationship.,NO_RESPONSE,RETENTION,
7836522698,N0593,2026-05-27,BKR0207,MEETING,Elena is a medical-practice group pooling partner deposits. Personal: planning a second home in Aspen. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
7836522698,N0590,2026-05-20,BKR0207,NOTE,Engagement preference — likes an in-person quarterly review.,NEUTRAL,RELATIONSHIP,
7285619036,N0601,2026-07-20,BKR1149,EMAIL,"When we reach out, reference: planning a second home in Jackson Hole. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
7285619036,N0603,2026-06-24,BKR1149,TEAMS,At risk — is focused on tax-efficiency around year-end. Get ahead of it before Citi deepens the relationship.,NEGATIVE,RETENTION,
7285619036,N0602,2026-06-10,BKR1149,CALL,Citi is showing 4.11% on a comparable ND; is focused on tax-efficiency around year-end. Held them with an exception at 4.37% on ~$0.4mm.,NEGATIVE,RATE_NEGOTIATION,397D7214BF964C617EA48A1D907AA761
7285619036,N0600,2026-04-10,BKR1149,NOTE,Engagement preference — hates rate-only pitches — lead with the relationship.,NEUTRAL,RELATIONSHIP,
7340650879,N0612,2026-07-16,BKR0927,EMAIL,"Their TD (~$0.7mm) matures 2026-09-21; is focused on tax-efficiency around year-end. Wants to talk renewal — wants concise Teams messages, not long emails.",NEUTRAL,MATURITY_PLANNING,
7340650879,N0610,2026-06-13,BKR0927,NOTE,"Engagement preference — wants concise Teams messages, not long emails.",NEUTRAL,RELATIONSHIP,
7340650879,N0611,2026-03-19,BKR0927,MEETING,Ethan is a medical-practice group pooling partner deposits. Personal: big Cowboys fan with season tickets. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
9988054657,N0621,2026-03-15,BKR1149,NOTE,"Engagement preference — wants concise Teams messages, not long emails.",NEUTRAL,RELATIONSHIP,
9988054657,N0620,2026-03-10,BKR1149,MEETING,Noah is a third-generation real estate family with frequent liquidity events when they sell buildings. Personal: recently sold a stake in the family business. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
3964528774,N0630,2026-08-02,BKR1250,CALL,$25.4mm landed from Citi on 2026-08-01 (inbound wire other bank). Parked short-term for now — strong opening to move it into a deposit before it leaves.,POSITIVE,LIQUIDITY,
3964528774,N0633,2026-07-29,BKR1250,TEAMS,At risk — very rate-sensitive and benchmarks to 3-month T-bills. Get ahead of it before HSBC deepens the relationship.,NO_RESPONSE,RETENTION,
3964528774,N0631,2026-07-14,BKR1250,NOTE,"Engagement preference — wants concise Teams messages, not long emails.",NEUTRAL,RELATIONSHIP,
3964528774,N0632,2026-02-04,BKR1250,MEETING,Liam is a medical-practice group pooling partner deposits. Personal: sits on two nonprofit boards. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
9491188399,N0642,2026-07-23,BKR0927,EMAIL,"Their CD (~$1.7mm) matures 2026-08-22; has hinted at moving funds to UBS for a better rate. Wants to talk renewal — routes everything through their family-office analyst, Gabriel.",NEUTRAL,MATURITY_PLANNING,
9491188399,N0641,2026-07-11,BKR0927,TEAMS,At risk — has hinted at moving funds to UBS for a better rate. Get ahead of it before UBS deepens the relationship.,NEGATIVE,RETENTION,
9491188399,N0640,2026-06-22,BKR0927,NOTE,"Engagement preference — routes everything through their family-office analyst, Gabriel.",NEUTRAL,RELATIONSHIP,
9817654696,N0651,2026-06-26,BKR1250,CALL,$45.0mm landed from Asset Sale Proceeds on 2026-06-25 (asset sale). Parked short-term for now — strong opening to move it into a deposit before it leaves.,POSITIVE,LIQUIDITY,
9817654696,N0650,2026-06-11,BKR1250,NOTE,Engagement preference — hates rate-only pitches — lead with the relationship.,NEUTRAL,RELATIONSHIP,
9817654696,N0652,2026-05-20,BKR1250,MEETING,Priya is a PE partner with lumpy carry distributions. Personal: sits on two nonprofit boards. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
9906109901,N0660,2026-07-01,BKR0927,CALL,Chase is showing 4.14% on a comparable TD; wants laddered maturities to manage liquidity. Held them with an exception at 4.16% on ~$0.3mm.,NEUTRAL,RATE_NEGOTIATION,3D58FBA93304ABBB786C2343166E32A9
9906109901,N0661,2026-05-04,BKR0927,EMAIL,"When we reach out, reference: planning a second home in Nantucket. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
9906109901,N0662,2026-05-01,BKR0927,MEETING,Isaac is a hedge-fund principal who benchmarks everything to T-bills. Personal: planning a second home in Nantucket. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
0499010109,N0670,2026-07-03,BKR0927,NOTE,Engagement preference — hates rate-only pitches — lead with the relationship.,NEUTRAL,RELATIONSHIP,
0499010109,N0671,2026-06-12,BKR0927,TEAMS,At risk — very rate-sensitive and benchmarks to 3-month T-bills. Get ahead of it before HSBC deepens the relationship.,NEGATIVE,RETENTION,
0499010109,N0672,2026-05-05,BKR0927,EMAIL,"When we reach out, reference: splits time between New York and Nantucket. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
0499010109,N0673,2026-02-05,BKR0927,MEETING,Chloe is a PE partner with lumpy carry distributions. Personal: splits time between New York and Nantucket. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
4995667353,N0681,2026-07-18,BKR0318,EMAIL,"When we reach out, reference: recently sold a stake in the family business. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
4995667353,N0680,2026-07-08,BKR0318,NOTE,Engagement preference — likes an in-person quarterly review.,NEUTRAL,RELATIONSHIP,
4995667353,N0682,2026-07-08,BKR0318,CALL,$33.0mm landed from IPO Underwriter on 2026-07-07 (ipo proceeds). Parked short-term for now — strong opening to move it into a deposit before it leaves.,POSITIVE,LIQUIDITY,
4995667353,N0683,2026-03-03,BKR0318,MEETING,Sofia is a retired surgeon with a capital-preservation focus. Personal: recently sold a stake in the family business. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
1568711996,N0691,2026-07-28,BKR0318,CALL,$31.6mm landed from IPO Underwriter on 2026-07-27 (ipo proceeds). Parked short-term for now — strong opening to move it into a deposit before it leaves.,POSITIVE,LIQUIDITY,
1568711996,N0693,2026-07-25,BKR0318,EMAIL,"Their CD (~$0.4mm) matures 2026-08-17; is consolidating away from Citi and open to moving more to us. Wants to talk renewal — wants concise Teams messages, not long emails.",NEUTRAL,MATURITY_PLANNING,
1568711996,N0690,2026-04-06,BKR0318,NOTE,"Engagement preference — wants concise Teams messages, not long emails.",NEUTRAL,RELATIONSHIP,
1568711996,N0692,2026-02-25,BKR0318,MEETING,Thomas is a two-generation trust-and-estate relationship. Personal: recently sold a stake in the family business. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
4699183814,N0701,2026-08-01,BKR0816,EMAIL,Their CD (~$0.4mm) matures 2026-08-26; is consolidating away from UBS and open to moving more to us. Wants to talk renewal — prefers a short call over email.,NEUTRAL,MATURITY_PLANNING,
4699183814,N0700,2026-04-06,BKR0816,NOTE,Engagement preference — prefers a short call over email.,NEUTRAL,RELATIONSHIP,
4699183814,N0702,2026-02-08,BKR0816,MEETING,Aisha is a PE partner with lumpy carry distributions. Personal: avid sailor who races out of Newport each summer. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
8145410258,N0711,2026-07-08,BKR0318,TEAMS,At risk — is focused on tax-efficiency around year-end. Get ahead of it before Goldman Sachs deepens the relationship.,NEGATIVE,RETENTION,
8145410258,N0712,2026-04-04,BKR0318,NOTE,"Engagement preference — wants concise Teams messages, not long emails.",NEUTRAL,RELATIONSHIP,
8145410258,N0710,2026-03-06,BKR0318,MEETING,Noah is a tech founder who recently took Northwind Robotics public. Personal: very private — discretion matters to them. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
1780507307,N0721,2026-05-23,BKR0142,MEETING,Caleb is a retired litigator with a capital-preservation focus. Personal: daughter Chloe starts at Stanford this fall. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
1780507307,N0722,2026-05-23,BKR0142,EMAIL,"When we reach out, reference: daughter Chloe starts at Stanford this fall. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
1780507307,N0720,2026-03-11,BKR0142,NOTE,Engagement preference — responds best mid-morning; avoid Monday outreach.,NEUTRAL,RELATIONSHIP,
8196096399,N0730,2026-07-23,BKR1149,EMAIL,"Their TD (~$1.3mm) matures 2026-09-06; is consolidating away from Chase and open to moving more to us. Wants to talk renewal — routes everything through their family-office analyst, Ethan.",NEUTRAL,MATURITY_PLANNING,
8196096399,N0731,2026-05-03,BKR1149,MEETING,Isaac is a family-office CIO running a multi-entity structure. Personal: splits time between New York and Napa. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
8196096399,N0732,2026-04-01,BKR1149,NOTE,"Engagement preference — routes everything through their family-office analyst, Ethan.",NEUTRAL,RELATIONSHIP,
5093465669,N0741,2026-05-25,BKR1361,MEETING,Noah is a two-generation trust-and-estate relationship. Personal: big Lakers fan with season tickets. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
5093465669,N0740,2026-04-15,BKR1361,NOTE,"Engagement preference — routes everything through their family-office analyst, Maya.",NEUTRAL,RELATIONSHIP,
8646319364,N0752,2026-06-11,BKR0421,TEAMS,At risk — has hinted at moving funds to First Republic for a better rate. Get ahead of it before First Republic deepens the relationship.,NEGATIVE,RETENTION,
8646319364,N0750,2026-05-07,BKR0421,NOTE,"Engagement preference — routes everything through their family-office analyst, Omar.",NEUTRAL,RELATIONSHIP,
8646319364,N0751,2026-02-19,BKR0421,MEETING,Ruth is a two-generation trust-and-estate relationship. Personal: daughter Omar starts at Yale this fall. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
1024862906,N0763,2026-07-18,BKR1250,EMAIL,"Their CD (~$6.2mm) matures 2026-08-10; has hinted at moving funds to Morgan Stanley for a better rate. Wants to talk renewal — routes everything through their family-office analyst, Victor.",NEUTRAL,MATURITY_PLANNING,
1024862906,N0760,2026-07-13,BKR1250,NOTE,"Engagement preference — routes everything through their family-office analyst, Victor.",NEUTRAL,RELATIONSHIP,
1024862906,N0761,2026-06-20,BKR1250,EMAIL,"When we reach out, reference: recently sold a stake in the family business. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
1024862906,N0762,2026-05-24,BKR1250,CALL,Morgan Stanley is showing 4.69% on a comparable CD; has hinted at moving funds to Morgan Stanley for a better rate. Held them with an exception at 4.41% on ~$1.1mm.,NEGATIVE,RATE_NEGOTIATION,109754339AEFB8F8BE0B9AF3804D74BF
1024862906,N0764,2026-03-11,BKR1250,MEETING,Rosa is a owner of a regional construction business with seasonal cash flows. Personal: recently sold a stake in the family business. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
8817654911,N0770,2026-05-29,BKR0207,NOTE,Engagement preference — hates rate-only pitches — lead with the relationship.,NEUTRAL,RELATIONSHIP,
8817654911,N0771,2026-05-17,BKR0207,CALL,First Republic is showing 4.74% on a comparable CD; is consolidating away from First Republic and open to moving more to us. Held them with an exception at 4.58% on ~$1.4mm.,NEGATIVE,RATE_NEGOTIATION,3F0EC139CF578E3D4054756FF993FB8C
8817654911,N0772,2026-03-12,BKR0207,MEETING,Maya is a family-office CIO running a multi-entity structure. Personal: very private — discretion matters to them. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
2857274116,N0783,2026-07-27,BKR0207,CALL,$31.4mm landed from Asset Sale Proceeds on 2026-07-26 (asset sale). Parked short-term for now — strong opening to move it into a deposit before it leaves.,POSITIVE,LIQUIDITY,
2857274116,N0782,2026-06-28,BKR0207,EMAIL,"When we reach out, reference: big Lakers fan with season tickets. Keeps it personal, not transactional.",POSITIVE,RELATIONSHIP,
2857274116,N0781,2026-05-10,BKR0207,MEETING,Thomas is a medical-practice group pooling partner deposits. Personal: big Lakers fan with season tickets. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
2857274116,N0780,2026-04-20,BKR0207,NOTE,"Engagement preference — routes everything through their family-office analyst, Kenji.",NEUTRAL,RELATIONSHIP,
4213603624,N0792,2026-07-31,BKR0644,EMAIL,Their TD (~$1.9mm) matures 2026-09-07; very rate-sensitive and benchmarks to 3-month T-bills. Wants to talk renewal — responds best mid-morning; avoid Monday outreach.,NEUTRAL,MATURITY_PLANNING,
4213603624,N0790,2026-07-07,BKR0644,TEAMS,At risk — very rate-sensitive and benchmarks to 3-month T-bills. Get ahead of it before Citi deepens the relationship.,NEGATIVE,RETENTION,
4213603624,N0791,2026-03-23,BKR0644,NOTE,Engagement preference — responds best mid-morning; avoid Monday outreach.,NEUTRAL,RELATIONSHIP,
8131100498,N0800,2026-06-01,BKR1583,CALL,Morgan Stanley is showing 4.47% on a comparable PCA; is consolidating away from Morgan Stanley and open to moving more to us. Held them with an exception at 4.64% on ~$0.8mm.,NEGATIVE,RATE_NEGOTIATION,74088279AC18B88039A85EE0E0E1BF6D
8131100498,N0801,2026-04-13,BKR1583,NOTE,Engagement preference — hates rate-only pitches — lead with the relationship.,NEUTRAL,RELATIONSHIP,
8131100498,N0802,2026-02-22,BKR1583,MEETING,Lucas is a medical-practice group pooling partner deposits. Personal: sits on two nonprofit boards. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
7672117872,N0810,2026-07-21,BKR0816,EMAIL,Their TD (~$0.4mm) matures 2026-08-10; has hinted at moving funds to Citi for a better rate. Wants to talk renewal — hates rate-only pitches — lead with the relationship.,NEUTRAL,MATURITY_PLANNING,
7672117872,N0811,2026-05-15,BKR0816,NOTE,Engagement preference — hates rate-only pitches — lead with the relationship.,NEUTRAL,RELATIONSHIP,
7672117872,N0812,2026-04-17,BKR0816,MEETING,Gabriel is a two-generation trust-and-estate relationship. Personal: sits on two nonprofit boards. Long-standing relationship; banks multiple entities with us.,POSITIVE,RELATIONSHIP,
